id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,ip,user_authentication
4.88542E+15,MzQaI8FlP,6799127708,波兰女皇和座下十万狂徒,418【透过】采访中的259,,,,,4,0,25,2023/3/31 18:27,iPhone客户端,https://wx4.sinaimg.cn/large/007q8rI8ly1hcj7vtrx7fj30u00u0wie.jpg,,,,
4.88544E+15,MzQFQ0fGq,5482069003,仙云泽,哈哈哈哈哈哈哈哈//@讨厌咸豆花:我属鸡我属虎//@我的cp请离婚:我71我75//@等离子全息鸟翅:我叫白云我叫黑土,,,"讨厌咸豆花,我的cp请离婚,等离子全息鸟翅",,0,0,25,2023/3/31 19:43,真我10 Pro+,,,4.88542E+15,,普通用户
4.88542E+15,MzQcHBaKM,7603715716,讨厌咸豆花,我属鸡我属虎//@我的cp请离婚:我71我75//@等离子全息鸟翅:我叫白云我叫黑土,,,"我的cp请离婚,等离子全息鸟翅",,1,0,25,2023/3/31 18:32,远离乒乓的Android,,,4.88542E+15,,普通用户
4.88542E+15,MzQch7h1F,7798912717,一直游到羊水变凉,我71我75，我属鸡我属虎，这是我老公这是我老母//@等离子全息鸟翅:我叫白云我叫黑土,,,等离子全息鸟翅,,2,0,25,2023/3/31 18:31,微博轻享版,,,4.88542E+15,,普通用户
4.88542E+15,MzQbfuPQp,5522341432,是鸟也其翼若垂天之云,我叫白云我叫黑土,,,,,3,0,25,2023/3/31 18:28,榨??机HarmonyOS设备,,,4.88542E+15,,普通用户
4.8956E+15,ME7593MjB,2731728324,王鹤棣_Dylan,程嘉树成长中??,,,,,100万+,391191,2213094,2023/4/28 20:51,iPhone 14 Pro Max,"https://wx4.sinaimg.cn/large/a2d2ddc4gy1hdfpc23aa7j20zk1bfwkd.jpg,https://wx2.sinaimg.cn/large/a2d2ddc4gy1hdfpc1g9v7j22c02c0kjn.jpg",,,,
4.89562E+15,ME7s3hiPL,6859356576,山野平川与向日葵,回复@王鹤棣_Dylan:我叫白云我叫黑土我今年七十三我七十五我属鸡我属虎??//@王鹤棣_Dylan:大花袄子咋样,,,王鹤棣_Dylan,,0,0,2213094,2023/4/28 21:47,清华的小紫荆,,,4.8956E+15,,普通用户
4.89655E+15,MEvKO7l0M,5492851940,奥总和小熊,款式挺像的截到有点奇怪的表情,,,,,3,6,6,2023/5/1 11:40,i美彼 i98Android,"https://wx2.sinaimg.cn/large/005ZJrI8gy1hdiqbj1a80j30qo13zjxl.jpg,https://wx2.sinaimg.cn/large/005ZJrI8gy1hdiqbkkah8j30u01t0wo9.jpg",,,,
4.89655E+15,MEvOWCxZF,7366986213,那时的樱花分外美,srds我真的好想笑第二张图那个字幕仿佛我叫白云我叫黑土的即视感笑死我了??,,,,,1,0,6,2023/5/1 11:50,iPhone,,,4.89655E+15,,普通用户
4.9013E+15,N0xGNjx60,7508613972,凌晨芬梨道上,我叫白云我叫黑土我71我75我属鸡我属虎,,,,,0,0,2,2023/5/14 13:47,,"https://wx2.sinaimg.cn/large/008c9nuYgy1hdxv60n1o8j30dt0zsacv.jpg,https://wx4.sinaimg.cn/large/008c9nuYgy1hdxv6jr5maj30ef0tawgu.jpg",,,,红V
4.90651E+15,N2JsJy4BN,6871390978,快乐追星十级学渣,互联网真换了一批人啊我老了#竟然有人不认识宋丹丹#,,,,竟然有人不认识宋丹丹,187,1166,32526,2023/5/28 23:26,iPhone 12,"https://wx1.sinaimg.cn/large/007v1EGKly1heeihcrqijj30u00ckq4y.jpg,https://wx2.sinaimg.cn/large/007v1EGKly1hef2pggn0dj30k00f0q4f.jpg",,,,
4.90669E+15,N2NVhc3Fl,5536192484,是日风和天气清,时代的眼泪//@愿有生之年得偿所愿:我叫白云我叫黑土～～我今年71，我今年75～～这是我老公，这是我老母～//@昼颜壹:下蛋公鸡，公鸡中滴战斗鸡，哦耶！,,,"愿有生之年得偿所愿,昼颜壹",,0,0,32526,2023/5/29 10:47,Android客户端,,,4.90651E+15,,黄V
4.90666E+15,N2NbdaGQq,6583569738,Fauxxxxxxx,爱小品人真的有滤镜（好久远了啊//@愿有生之年得偿所愿:我叫白云我叫黑土～～我今年71，我今年75～～这是我老公，这是我老母～//@昼颜壹:下蛋公鸡，公鸡中滴战斗鸡，哦耶！,,,"愿有生之年得偿所愿,昼颜壹",,0,0,32526,2023/5/29 8:54,iPhone 13,,,4.90651E+15,,黄V
4.90656E+15,N2KHnATd6,7377941797,银钩小草晚天凉,//@愿有生之年得偿所愿:我叫白云我叫黑土～～我今年71，我今年75～～这是我老公，这是我老母～//@昼颜壹:下蛋公鸡，公鸡中滴战斗鸡，哦耶！,,,"愿有生之年得偿所愿,昼颜壹",,0,0,32526,2023/5/29 2:35,Android,,,4.90651E+15,,普通用户
4.91763E+15,N7oAT3E0q,6530518366,专业猫咪修脚,我叫白云我叫黑土,,,,,0,0,1,2023/6/28 15:30,iPhone客户端,https://wx1.sinaimg.cn/large/0077Xo9oly1hfdyx4be9dj30g30g3dgn.jpg,,,,普通用户
4.91851E+15,N7LCSCAXH,1805993011,URAFever,这不就是……#goodomens#,,,,good omens,2082,65,2304,2023/7/1 2:08,好兆头超话,"https://wx4.sinaimg.cn/large/6ba54433ly1hfgslmq8yqj20dl08ddlt.jpg,https://wx3.sinaimg.cn/large/6ba54433ly1hfgslmx2smj215j0wigv6.jpg",,,,
4.91882E+15,N7THxfiKn,7185700397,只鹅沢,我叫白云我叫黑土//@Anubis番茄:《好子2》//@重工组长于彦舒:草//@润吉x橙_:是,,,"Anubis番茄,重工组长于彦舒,润吉x橙_",,0,0,2304,2023/7/1 22:42,iQOO Z1 5G性能先锋,,,4.91851E+15,,普通用户
4.92203E+15,N9eZy7wfi,6454059090,大晚成型,【动态】230710平野紫耀神宮寺勇太公式IG个人简介更新26yo????25yo???#じぐひら,,,,,86,0,127,2023/7/10 18:44,,"https://wx3.sinaimg.cn/large/0072MzBggy1hfrzyzdm7nj30u00eh0ui.jpg,https://wx4.sinaimg.cn/large/0072MzBggy1hfrzyzzmvqj30u00ekq4m.jpg",,,,
4.92204E+15,N9fo9r9NS,5752662785,maaaax13,介四我老公介四我老母//@杏仁露热的好喝派:我叫白云我叫黑土我今年八十七我今年八十五,,,杏仁露热的好喝派,,0,0,127,2023/7/10 19:45,Android,,,4.92203E+15,,普通用户
4.92345E+15,N9PZziKHW,7216802101,qrafcxnkpywgdklahsy,哎哟被幽默到了我叫白云我叫黑土这是我老公这是我老母即视感,,,,,0,0,0,2023/7/14 16:56,荣耀20S,https://wx1.sinaimg.cn/large/007SoXTTgy1hfwjbioi5vj30sh0umacx.jpg,,,,普通用户
4.93255E+15,NdEEenrnL,2283120210,SUNsChouer,鑫华怒放超话。。。。。。。。,,,,,15,52,120,2023/8/8 19:24,鑫华怒放超话,https://wx3.sinaimg.cn/large/8815a652ly1hgpk3nsp4sj20m20gkq58.jpg,,,,
4.93259E+15,NdFOffuiB,6341791055,化境的小笼瓜,咯咯咯咯咯//@生吃占心折花花:棒打狍子瓢舀鱼，野鸡飞到饭锅里//@超级大笨蛋1649:我叫白云我叫黑土,,,"生吃占心折花花,超级大笨蛋1649",,0,0,120,2023/8/8 22:22,荣耀30 Pro 5G,,,4.93255E+15,,普通用户
4.93257E+15,NdFeSrV9R,7832242779,重返月球_,爱看//@拎啦拎啦拎啦拎啦:这是我老公，这是我老母//@生吃占心折花花:棒打狍子瓢舀鱼，野鸡飞到饭锅里//@超级大笨蛋1649:我叫白云我叫黑土,,,"拎啦拎啦拎啦拎啦,生吃占心折花花,超级大笨蛋1649",,0,0,120,2023/8/8 20:54,iPhone客户端,,,4.93255E+15,,黄V
4.93256E+15,NdEWqyF0t,7527499669,拎啦拎啦拎啦拎啦,这是我老公，这是我老母//@生吃占心折花花:棒打狍子瓢舀鱼，野鸡飞到饭锅里//@超级大笨蛋1649:我叫白云我叫黑土,,,"生吃占心折花花,超级大笨蛋1649",,1,0,120,2023/8/8 20:09,vivo Y76s,,,4.93255E+15,,普通用户
4.93255E+15,NdEPYqIPj,6045475330,勺均的,//@生吃占心折花花:棒打狍子瓢舀鱼，野鸡飞到饭锅里//@超级大笨蛋1649:我叫白云我叫黑土,,,"生吃占心折花花,超级大笨蛋1649",,0,0,120,2023/8/8 19:53,微博网页版,,,4.93255E+15,,普通用户
4.93255E+15,NdENKr1IW,7826482658,生吃占心折花花,棒打狍子瓢舀鱼，野鸡飞到饭锅里//@超级大笨蛋1649:我叫白云我叫黑土,,,超级大笨蛋1649,,4,0,120,2023/8/8 19:48,,,,4.93255E+15,,普通用户
4.93324E+15,NdWHmE5nh,6359803624,MONSTAX_Info,230806SHOWNU人歌舞台现场,,,,,13,0,65,2023/8/10 17:21,,"https://wx2.sinaimg.cn/large/006Wp5rOgy1hgrrs0mahxj31e0230x6p.jpg,https://wx1.sinaimg.cn/large/006Wp5rOgy1hgrrs2c7drj31e0230b29.jpg,https://wx1.sinaimg.cn/large/006Wp5rOgy1hgrrs3otlfj31e0230e81.jpg,https://wx3.sinaimg.cn/large/006Wp5rOgy1hgrrs4x0naj31e0230e81.jpg,https://wx1.sinaimg.cn/large/006Wp5rOgy1hgrrs633v2j31e0230qv5.jpg,https://wx1.sinaimg.cn/large/006Wp5rOgy1hgrrs7f8imj32301e0hdt.jpg,https://wx1.sinaimg.cn/large/006Wp5rOgy1hgrrsbp1jej32301e0npd.jpg,https://wx1.sinaimg.cn/large/006Wp5rOgy1hgrrsd9asxj32301e0e81.jpg,https://wx1.sinaimg.cn/large/006Wp5rOgy1hgrrsf4purj32301e0kjl.jpg",,,,
4.93325E+15,NdX4FybkW,7365833384,火箭不會念經,我叫白云我叫黑土我七十一我七十五,,,,,0,0,65,2023/8/10 18:19,iPhone,,,4.93324E+15,,普通用户
4.93411E+15,Nejh6lwm1,7791768119,东西伯利亚黑王巨蟒,又被南北方文化差异狠狠创死..真的会有人不知道宫廷玉液酒和我叫白云我叫黑土吗...,,,,,0,1,0,2023/8/13 2:50,HUAWEI P50 Pro,,,,,普通用户
4.93877E+15,NggzAAZQP,7784072996,梁時九分至,230825┃WeverseLive:??1000天??祯元啊给我也靠靠...????L梁時九分至的微博视频,,,,,18,0,113,2023/8/25 23:38,微博视频号,,"http://f.video.weibocdn.com/o0/SUKq1TtFlx0885FICNpK010412001pLM0E010.mp4?label=mp4_hd&template=434x434.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1765424541&ssig=wVoGDUQHky&KID=unistore,video",,,
4.93877E+15,NggAomiEw,7338373965,卟直捣铄什么好,我叫白云我叫黑土查看图片,,,,,0,0,113,2023/8/25 23:40,iPhone 12 Pro,,,4.93877E+15,,普通用户
4.9395E+15,NgzEKeCWi,2904833503,KnockBeanxxx,我叫白云我叫黑土,,,,,0,1,0,2023/8/28 0:13,lemmonxxxAndroid,https://wx3.sinaimg.cn/large/ad243ddfly1hhbr7mjqepj20tz0u00xg.jpg,,,,普通用户
4.94405E+15,NitWe4NLx,2692892773,好运狗卷子,我正在听随机波动StochasticVolatility的《双雪涛对话梁龙：我叫白云我叫黑土，我要孤独我要幸福|随机波动·宝珀理想国文学奖》，分享给你听听～O网页链接（via@小宇宙播客App）救命啊笑死了为什么这个播客这么好笑,,,小宇宙播客App,,1,0,0,2023/9/9 13:20,,https://wx3.sinaimg.cn/large/a0824865ly1hhq9e0o0t6j20m80m8q4a.jpg,,,,普通用户
4.95573E+15,NnnITyjbo,6791750635,小狗冰棍,我真不行了,,,,,99,17,95,2023/10/11 18:42,,https://wx1.sinaimg.cn/large/007pDuB5ly1hirijiv05yj30ma19m78l.jpg,,,,
4.95573E+15,NnnMu3L3P,6736278936,乌拉这啦,我叫白云我叫黑土//@一个饼干_:精神小伙组合//@丸崽蟹雪碧:kswl农民工夫妇,,,"一个饼干_,丸崽蟹雪碧",,0,0,95,2023/10/11 18:51,iPhone客户端,,,4.95573E+15,,黄V
4.95992E+15,Np8SzfsCB,7090926618,智能铁锈,我叫白云我叫黑土我属鸡我属虎我今年七十一我今年七十五这是我老公这是我老母,,,,,0,0,2,2023/10/23 8:35,iPhone客户端,https://wx3.sinaimg.cn/large/007JSNWagy1hj4wdcdncbj30cq0d0gnj.jpg,,,,普通用户
4.96491E+15,NreA7Bp9I,7728896831,我和我的床相依为命,妈呀原来抱了就是亲了那我们楚苏早在十六年前就舌吻100次了,,,,,7,8,42,2023/11/6 2:47,,,,,,
4.96503E+15,NrhHwnPvz,5993460339,专卖青岛土特产,1和5能成为cp的情况只听过一种：我叫白云我叫黑土我71我75//@阳光女高中生魂兮归来版:啊啊啊啊哈哈哈哈哈哈哈哈//@我和我的床相依为命:不是这个好好笑，星期一和星期五中间差多少天心里没数吗//@Ace光明的未来:一个第一一个第五说搞到双强了别太离谱,,,"阳光女高中生魂兮归来版,我和我的床相依为命,Ace光明的未来",,0,2,42,2023/11/6 10:43,iPhone客户端,,,4.96491E+15,,普通用户
4.96698E+15,Ns6yAtFBK,6244540051,LoverPoetry_金钟云情诗集,金钟云超话#艺声的那年今日#四年前的今天【考古向】191111新加坡??韩国机场饭拍18P(出处见评论),,,,艺声的那年今日,2,2,37,2023/11/11 20:11,金钟云超话,"https://wx3.sinaimg.cn/large/006OBs7Vly1hjrf7uk5mmj30sg1ag481.jpg,https://wx1.sinaimg.cn/large/006OBs7Vly1hjrf7v69vgj30sg19kai6.jpg,https://wx3.sinaimg.cn/large/006OBs7Vly1hjrf7vkmdqj30dw0mt0v9.jpg,https://wx1.sinaimg.cn/large/006OBs7Vly1hjrf7vzwkgj311f1hwwox.jpg,https://wx3.sinaimg.cn/large/006OBs7Vly1hjrf8883cqj30xc1e0drm.jpg,https://wx4.sinaimg.cn/large/006OBs7Vly1hjrf7wdrz5j30eg0lotcr.jpg,https://wx2.sinaimg.cn/large/006OBs7Vly1hjrf7zt7kej30g00sg0ui.jpg,https://wx2.sinaimg.cn/large/006OBs7Vly1hjrf7xlj84j30g00sgdib.jpg,https://wx2.sinaimg.cn/large/006OBs7Vly1hjrf7x64akj30rf13in85.jpg",,,,
4.96699E+15,Ns6B9EgPM,6991703274,那边的便利店喧嚣的风儿只要半价,我叫白云我叫黑土,,,,,0,0,37,2023/11/11 20:18,Android,,,4.96698E+15,,普通用户
4.97531E+15,NvB29vsjr,5861133118,矛盾波动睡眠,我叫白云我叫黑土,,,,,0,3,3,2023/12/4 19:18,睡不醒的iPhone,"https://wx1.sinaimg.cn/large/006oEIt8gy1hkhyzu2tzgj322x1k74qp.jpg,https://wx4.sinaimg.cn/large/006oEIt8gy1hkhyzuyidjj32jy1wyhdt.jpg,https://wx3.sinaimg.cn/large/006oEIt8gy1hkhz0shw5xj32bc334b29.jpg,https://wx1.sinaimg.cn/large/006oEIt8gy1hkhyzw97l2j32r0229kjl.jpg,https://wx1.sinaimg.cn/large/006oEIt8gy1hkhyzt5k68j31su2eh7ur.jpg,https://wx4.sinaimg.cn/large/006oEIt8gy1hkhyzxfz9cj32402tckjl.jpg,https://wx4.sinaimg.cn/large/006oEIt8gy1hkhyzyfq26j31xk2krb29.jpg,https://wx4.sinaimg.cn/large/006oEIt8gy1hkhz0to6s5j32bc334hdt.jpg,https://wx3.sinaimg.cn/large/006oEIt8gy1hkhz0uii1mj32fz1tz7wh.jpg",,,,普通用户
4.97645E+15,Nw4SSEWPz,6381360478,whsmvcnxbdbsdgs,我叫白云我叫黑土我七十一我七十五这是我老公这是我老母,,,,,0,0,0,2023/12/7 23:17,iPhone客户端,,,,,普通用户
4.97348E+15,NuPDs0X3X,7778100590,老爹站经典版,??时光时光慢些吧,,,,,1753,1541,23579,2023/11/29 18:38,丑男???我的常驻嘉宾,https://wx2.sinaimg.cn/large/008uo7hkgy1hkc5s1oj48j30go0lk76c.jpg,,,,
4.97624E+15,NvZeuEKPY,7816351533,别学了行吗,哈哈哈哈哈哈哈哈哈哈哈哈哈//@治一下病:笑喷喷//@托来拖去:我叫白云我叫黑土我71我75//@诠套代餐:啊啊啊啊啊//@PillarsofHercules:电视机怎么黑屏了,,,"治一下病,托来拖去,诠套代餐,PillarsofHercules",,0,0,23579,2023/12/7 8:54,iPhone 14 Pro,,,4.97348E+15,,普通用户
4.9761E+15,NvVLEcTjc,7633306421,托来拖去,我叫白云我叫黑土我71我75//@诠套代餐:啊啊啊啊啊//@PillarsofHercules:电视机怎么黑屏了,,,"诠套代餐,PillarsofHercules",,4,2,23579,2023/12/7 0:05,iPhone客户端,,,4.97348E+15,,普通用户
4.98225E+15,NyvMKB2JM,7690117966,我是一只被你变忧郁的小狗,赵本山对我的影响是我现在依然可以脱口而出一些小品：我叫白云我叫黑土我属鸡我属虎我今年八十七我今年八十五这是我老伴儿这是我老母,,,,,0,2,1,2023/12/23 23:27,,,,,,普通用户
4.98583E+15,NA0XurMuo,7276947819,八四两四大西瓜,20240102回家,,,,,153,90,2671,2024/1/2 20:39,诗情画奕超话,"https://wx4.sinaimg.cn/large/007Wtky7ly1hlfkbej6qbj335s23vkjp.jpg,https://wx2.sinaimg.cn/large/007Wtky7ly1hlfkb6lu4kj32k61fu4qr.jpg,https://wx2.sinaimg.cn/large/007Wtky7ly1hlfkc3sfzhj335s23ukjp.jpg,https://wx2.sinaimg.cn/large/007Wtky7ly1hlfkblgy5vj335s23ub2b.jpg,https://wx3.sinaimg.cn/large/007Wtky7ly1hlfkbsibsxj335s47oe88.jpg,https://wx2.sinaimg.cn/large/007Wtky7ly1hlfkb0vpuej335s23ue85.jpg,https://wx1.sinaimg.cn/large/007Wtky7ly1hlfkcfuve7j335s23ue85.jpg,https://wx4.sinaimg.cn/large/007Wtky7ly1hlfkbu8xwjj30w51c77vm.jpg,https://wx4.sinaimg.cn/large/007Wtky7ly1hlfkck2g4nj335s23ue84.jpg",,,,
4.98584E+15,NA0ZSnCLV,5605949041,Eommaroon,//@行为约束大师:我叫白云我叫黑土我七十一我七十五,,,行为约束大师,,0,0,2671,2024/1/2 20:45,?iPhone客户端,,,4.98583E+15,重庆,普通用户
4.98729E+15,NACJihAmG,7805306582,我不是你的宿敌遗憾是你的宿命,看到费翔带货了，我问我妈，费翔真那么火吗我妈：反正俺那时候很??的感慨一下原来春晚还能因为节目造就真国民级顶流，还有宫廷玉液酒一百八一杯皇军托我给您带个话下蛋公鸡公鸡中的战斗鸡哦耶我叫白云我叫黑土眼睛一闭不争这辈子就过去了。。我妹都很难理解为什么原来要看春晚，，因为原来是真的好看。。。,,,,,0,0,2,2024/1/6 20:48,微博轻享版,,,,,普通用户
4.98735E+15,NAEuIrptc,5140444615,w1sh_ovorythingo2d,我叫白云我叫黑土咱黑土即使残忍侧对昔日爱妻也要无时不刻都是展现24k超绝世界仅一的黄金右脸啊,,,,,0,4,4,2024/1/7 1:18,,https://wx4.sinaimg.cn/large/005BSMt1gy1hlkew2qgs4j31kw11xthn.jpg,,,,黄V
4.9882E+15,NB0u0mdr9,7394892032,萨摩耶受益者联盟,白云和乌云一起降落在草坪！ig：daniel_umkaL萨摩耶受益者联盟的微博视频,,,,,180,67,2225,2024/1/9 9:16,微博视频号,,"http://f.video.weibocdn.com/o0/nCu6P9d4lx08bBeu25kc0104120050kA0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1765426252&ssig=Nulx%2F3Mpx6&KID=unistore,video",,,
4.98823E+15,NB19io9hI,7375922254,幻想漫游_,我满脑子：我叫白云我叫黑土,,,,,0,0,2225,2024/1/9 10:58,iPhone 14 Pro Max,,,4.9882E+15,,普通用户
4.98877E+15,NBfmjFEiB,5987096427,恶魔的派对,我服了//@我真的想恰麦当劳:………你等会//@_Blur_Ni9ht_No_Blue_:……//@男人如If:我叫白云我叫黑土他是我老公她是我老母//@没见过蓝色小猫:春晚原来在这演//@一不小心看笔记:白云黑土,,,"我真的想恰麦当劳,_Blur_Ni9ht_No_Blue_,男人如If,没见过蓝色小猫,一不小心看笔记",,0,0,0,2024/1/10 23:09,,,,,四川,普通用户
4.98877E+15,NBflDiJKT,6205740579,HanniBunnylovesJoshi,早知道留三十儿晚上刷手机了……//@我真的想恰麦当劳:………你等会//@_Blur_Ni9ht_No_Blue_:……//@男人如If:我叫白云我叫黑土他是我老公她是我老母//@没见过蓝色小猫:春晚原来在这演//@一不小心看笔记:白云黑土,,,"我真的想恰麦当劳,_Blur_Ni9ht_No_Blue_,男人如If,没见过蓝色小猫,一不小心看笔记",,0,0,0,2024/1/10 23:07,iPhone 14 Pro Max,,,,,普通用户
4.98877E+15,NBfg9tI7D,6055623372,猪饼脑袋_,给我笑癫了//@捏捏咻兔耳:笑死//@兔子园园长:啊啊啊啊啊啊//@男人如If:我叫白云我叫黑土他是我老公她是我老母//@没见过蓝色小猫:春晚原来在这演//@一不小心看笔记:白云黑土,,,"捏捏咻兔耳,兔子园园长,男人如If,没见过蓝色小猫,一不小心看笔记",,0,0,0,2024/1/10 22:53,,,,,,普通用户
4.98876E+15,NBf9NiCMN,7035924283,Preservedplumghost,啊啊啊啊啊啊啊啊啊啊//@兔子园园长:啊啊啊啊啊啊//@男人如If:我叫白云我叫黑土他是我老公她是我老母//@没见过蓝色小猫:春晚原来在这演//@一不小心看笔记:白云黑土,,,"兔子园园长,男人如If,没见过蓝色小猫,一不小心看笔记",,0,0,0,2024/1/10 22:38,Redmi K50,,,,,普通用户
4.98876E+15,NBf3fjlpx,5636859506,hannishu,啊啊啊//@我真的想恰麦当劳:………你等会//@_Blur_Ni9ht_No_Blue_:……//@男人如If:我叫白云我叫黑土他是我老公她是我老母//@没见过蓝色小猫:春晚原来在这演//@一不小心看笔记:白云黑土,,,"我真的想恰麦当劳,_Blur_Ni9ht_No_Blue_,男人如If,没见过蓝色小猫,一不小心看笔记",,0,0,0,2024/1/10 22:22,微博轻享版,,,,,黄V
4.98876E+15,NBeWm3GaE,7773056902,Peekaboorabbit,啊啊啊啊啊啊//@男人如If:我叫白云我叫黑土他是我老公她是我老母//@没见过蓝色小猫:春晚原来在这演//@一不小心看笔记:白云黑土,,,"男人如If,没见过蓝色小猫,一不小心看笔记",,4,0,0,2024/1/10 22:05,,,,,,普通用户
4.98875E+15,NBeUqaZd4,7835497085,-TakeMyLoveAway-,……//@男人如If:我叫白云我叫黑土他是我老公她是我老母//@没见过蓝色小猫:春晚原来在这演//@一不小心看笔记:白云黑土,,,"男人如If,没见过蓝色小猫,一不小心看笔记",,4,0,0,2024/1/10 22:00,大耳狗的肉桂卷,,,,,普通用户
4.98875E+15,NBeMhk2gW,6049982396,_凌晨亮起,啊啊啊啊啊啊//@男人如If:我叫白云我叫黑土他是我老公她是我老母//@没见过蓝色小猫:春晚原来在这演//@一不小心看笔记:白云黑土,,,"男人如If,没见过蓝色小猫,一不小心看笔记",,0,0,0,2024/1/10 21:40,HarmonyOS设备,,,,,普通用户
4.9888E+15,NBgbwgKeA,2518420044,VoodooHoove_,我叫白云我叫黑土我七十一我七十五我属鸡我属鸡这是我老公这是我老母,,,,,0,0,0,2024/1/11 1:15,iPhone 12,https://wx2.sinaimg.cn/large/961c0a4cly1hlp18qno38j20kg0r9n1y.jpg,,,,普通用户
4.98879E+15,NBfS99CxK,6296426860,小狗爱发呆-,哈哈哈哈//@捏捏咻兔耳:笑死//@兔子园园长:啊啊啊啊啊啊//@男人如If:我叫白云我叫黑土他是我老公她是我老母//@没见过蓝色小猫:春晚原来在这演//@一不小心看笔记:白云黑土,,,"捏捏咻兔耳,兔子园园长,男人如If,没见过蓝色小猫,一不小心看笔记",,0,0,0,2024/1/11 0:27,我机智的小脑瓜,,,,,普通用户
4.99092E+15,NC9bkkWdg,7020267228,跑路时间到,????L跑路时间到的微博视频,,,,,387,30,1192,2024/1/16 21:15,微博视频号,,"http://f.video.weibocdn.com/u0/NCY0BQR8gx08bNcmOdGo010412005fkw0E010.mp4?label=mp4_720p&template=720x1254.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1765426361&ssig=WZhsHxOaeX&KID=unistore,video",,,
4.99097E+15,NCaCKiVIN,2140603834,你有两只羊咩,我叫白云我叫黑土我七十一我七十五我属鸡我属狗这是我老公这是我老母查看图片//@Coombsss:宝贝们,,,Coombsss,,0,0,1192,2024/1/17 0:56,iPhone客户端,,,4.99092E+15,,普通用户
4.99204E+15,NCCie5Jyk,6446842451,给情绪喂点维生素B,我叫白云我叫黑土我七十一我七十五查看图片,,,,,0,1,0,2024/1/19 23:22,iPhone 12 Pro,,,,,普通用户
4.99172E+15,NCtXll9IJ,7510182179,我要喝富士山白,这件事要怪我，新找到的小说里男主的代称是乌云，结果我每次看到这两个字都满脑子我叫白云我叫黑土,,,,,0,2,0,2024/1/19 2:09,新浪微博鸿蒙版,,,,,普通用户
4.99311E+15,ND49CaIRU,1939307525,草莓牛奶味的Haru,李马克X李楷灿NewSchool??VS??OldSchool你俩终于cha了啊啊??感动??.L草莓牛奶味的Haru的微博视频,,,,,1751,531,13833,2024/1/22 22:18,微博视频号,,"http://f.video.weibocdn.com/o0/raAxllY2lx08bWPP4S0U01041200nhup0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1765426421&ssig=6A90ggkHiq&KID=unistore,video",,,
4.99311E+15,ND4eurTme,5591092982,辣味坚果头等舱6号,我叫白云我叫黑土我七十一我八十五,,,,,0,0,13833,2024/1/22 22:30,iPhone客户端,,,4.99311E+15,,普通用户
4.99635E+15,NEqBdnvTG,3475809464,全圆佑_Wonwoo-w-,#全圆佑绝美氛围#?#全圆佑名品美貌#240131[INSIDESEVENTEEN]2023MAMAAWARDSSketch圆佑cut③cr.mus_cat__圆佑：今天的彩排很顺利在韩国也排练了很多遍所以彩排非常顺利啊另外彩排的途中DINO的mixtape公开了那明天见吧拜拜[翻译:勇子]【圆佑个人??：全圆佑的everyone_woo记录】【全圆佑行走画报】【全圆佑清纯美男】【全圆佑名品美貌】【全圆佑真的是猫】L全圆佑_Wonwoo-w-的微博视频,,,,"全圆佑绝美氛围,全圆佑名品美貌",81,30,814,2024/1/31 21:16,Wonwoo全圆佑超话,,"http://f.video.weibocdn.com/o0/fiL7xrmOlx08cb7y1Rq8010412003n180E010.mp4?label=mp4_720p&template=720x720.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1765426541&ssig=cU4lHWHWTf&KID=unistore,video",,,
4.99637E+15,NEqVmmTKm,5019113060,JessieSEUNG,我叫白云我叫黑土我七十一我七十五,,,,,0,0,814,2024/1/31 22:06,iPhone客户端,,,4.99635E+15,,普通用户
4.99782E+15,NF2GDqQ27,3884916981,想吃姜的鱼,宫廷玉液酒，一百八一杯你看这道菜群英荟萃，要您老八十，一点儿也不贵我叫白云我叫黑土，我71，我75大锤80小锤40,,,,,0,0,1,2024/2/4 22:14,Android,,,,,普通用户
4.99766E+15,NEYvPlHX2,7730961721,海上明月照沟渠,#一人一句春晚小品经典梗#最喜欢的当然就宋丹丹和赵本山的那个，我叫白云我叫黑土，我今年71我今年75，简直不要太经典,,,,一人一句春晚小品经典梗,0,0,0,2024/2/4 11:37,iPhone客户端,,,,,普通用户
4.99964E+15,NFO2GCLb5,2066686082,昵称要有意义吗,我叫白云我叫黑土我今年73我今年75想念赵本山,,,,,0,3,0,2024/2/9 22:48,HarmonyOS设备,,,,,普通用户
4.9996E+15,NFMXQBIlv,6593871464,天秀bot,你记忆最深刻的一句春晚台词是什么？我的是：眼睛一闭一睁就过去了，眼睛一闭不睁，一辈子就过去了～#春晚##春晚段子大考#,,,,"春晚,春晚段子大考",1248,207,3240,2024/2/9 20:03,,https://wx4.sinaimg.cn/large/007cfdbyly1hmngui35ykj30zu0ocguk.jpg,,,,
