id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,ip,user_authentication
5.00E+15,O08WT693Y,5116298586,昆明日报掌上春城,【春城夜谭|尼格买提“穿帮”，牌没对上为何逗乐全国观众】“碎碎平安，我先碎了。”大年初一，央视春晚主持人尼格买提在社交媒体幽默回应穿帮一幕。在龙年春晚刘谦的魔术节目中，坐在刘谦身边的主持人尼格买提没能拼出一张完整的牌。当时，他“绝望”的眼神，抿紧嘴巴、慌张回头张望找救兵的神态，以及最后把牌藏兜里没敢拿出来的“小动作”，被调侃“像极了坐在老师身边的差生”“感觉他在台上都快碎了”。之后，这一幕也被撒贝宁精准捕捉，机智现挂“补刀”：“小尼是全国唯一一个没对上的。”这次失误，也意外成为龙年春晚最让人捧腹的爆笑一幕。对此，网友纷纷评论“承包了我一年的笑点”“真是老实孩子，先笑为敬”“哈哈哈，听讲不认真”。还有网友将尼格买提“一脸懵”的尴尬一幕截屏做成表情包，并加上“魔法怎么失灵啦”“救救我”等配文幽默调侃，形成了二次传播。O春城夜谭|尼格买提“穿帮”，牌没对上为何逗乐全国观众,,,,,0,0,1,2024/2/11 21:33,微博 weibo.com,,,,,普通用户
5.00E+15,O08qp2Qxl,1760375180,一只吐槽圆,#春晚#的笑点，总是这么出乎意料！【爆笑盘点春晚笑点亮点】HBN的春节催更来咯！岳云鹏孙悦相声观众表情难绷喝满全场的姐姐刘谦魔术，尼格买提穿帮大冰来演相声了五阿哥对视一笑曾舜曦甩面忘收屁股的小天鹅石光银老先生啥时候站啊周深八段锦关晓彤反清复明何炅不眨眼挑战万茜歌词烫嘴张艺兴忘词舞蹈锦鲤舞剧咏春新疆分会场歌舞开倍速山河诗长安西安赢麻了看动画片的我们长大了#龙年造梗大赛##春晚段子大考#L一只吐槽圆的微博视频,,,,"春晚,龙年造梗大赛,春晚段子大考",18,27,279,2024/2/11 20:13,微博视频号,,"http://f.video.weibocdn.com/o0/9ktQ1bFTlx08csB1EYQM01041208FiIn0E040.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1766992695&ssig=d%2B6JRDtsTd&KID=unistore,video",,,红V
5.00E+15,O08hv9zTy,1559821875,琳微蓝,#春晚#魔术《守岁共此时》刘谦的魔术就是牛??控时精准??互动性强24年2月9号9点13分38秒67而且多亏这个魔术才贡献出尼格买提牌没对上的各种热搜承包春晚笑点都怪尼格买提插牌时操作失误哈哈哈哈同作伴的还有紧挨摄像镜头的观众姐也没对上观众里最大赢家抢镜的AD钙奶姐撒贝宁问尼格买提：“你的牌对上了吗？”尼格买提回答“对上了”时其实内心已经慌的一批「哪壶不开提哪壶」了吧撒贝宁：“我瞎说瞎说我听说刚才的魔术小尼的扑克牌没对上”,,,,春晚,0,0,0,2024/2/11 19:51,iPad Pro,"https://wx4.sinaimg.cn/large/5cf8fe33ly1hmpnbxzolhj22yo1o01kx.jpg,https://wx4.sinaimg.cn/large/5cf8fe33ly1hmpnl08go2j22yo1o01iq.jpg,https://wx1.sinaimg.cn/large/5cf8fe33ly1hmpnkzm1n2j21kw6801ky.jpg,https://wx4.sinaimg.cn/large/5cf8fe33ly1hmpnkxvgz1j21kw1s04ie.jpg,https://wx1.sinaimg.cn/large/5cf8fe33ly1hmpnkj8jl8j21hc0u0ng5.jpg,https://wx1.sinaimg.cn/large/5cf8fe33ly1hmpnordsk7j22yo1o0dym.jpg",,,,黄V
5.00E+15,O07QlBEFv,3095688757,假面蓝狐狸,今年的春晚显眼包来了，别人都喊的是烦恼都走开，他喊的是保洁阿姨对不起!!!!，然后龙的缠人把我笑哭了L晴春纪念册的微博视频,,,,,0,17,32,2024/2/11 18:44,天然冰iPhone客户端,,"http://f.video.weibocdn.com/o0/ntePPVYGlx08csuWcHrW01041200S7rx0E010.mp4?label=mp4_720p&template=960x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1766992695&ssig=evX%2B1tlOul&KID=unistore,video",,,红V
5.00E+15,O07Ip9nAr,2968952254,情绪别致的蜗牛,本届春晚最佳小品，笑死了。欢迎收看大型纪录片之魔术小品刘谦春晚带观众集体变魔术尼格买提春晚魔术失误刘谦魔术的意义是什么央视龙年春晚大型纪录片#刘谦##北大学子揭秘刘谦魔术##亿点曝光计划#L情绪别致的蜗牛的微博视频,,,,"刘谦,北大学子揭秘刘谦魔术,亿点曝光计划",0,0,1,2024/2/11 18:24,微博视频号,,"http://f.video.weibocdn.com/o0/PCvnahsOlx08cstAOM7C01041200FNhX0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1766992695&ssig=4K%2BLyFA1u8&KID=unistore,video",,,黄V
5.00E+15,O07vhnhpj,7758055237,思思_努力修行中,哈哈哈哈，我今天看了一眼，刘谦今年犯太岁，值太岁，尼格买提月柱和辰相刑，也就是说领导安排的事情容易出问题哈哈哈哈哈哈，他两在一块，不出意外都难，那个魔术我真的快笑死了??#尼格买提复盘刘谦魔术穿帮#,,,,尼格买提复盘刘谦魔术穿帮,0,1,35,2024/2/11 17:52,iPhone 11,,,,,红V
5.00E+15,O1vzcEiVr,2952481782,南方风尚,【刘谦春晚失手＋小尼抿嘴，成了疑犯说谎时的典型案例】#刘谦#在今年#春晚#表演了一系列魔术，在纸牌对比桥段时，主持人#尼格买提#突然露出惊慌神情，一脸惶恐、眼神飘忽不定，又不断抿嘴，并故意没翻牌掩饰失败，令事件成了春晚焦点之一！事后刘谦离开前含泪表示，自己往后可能再也参加不了春晚，令人心酸！而#小尼的失误被警方当成典型案例了#：“审讯的时候，如果有不断抿嘴的微表情，我们就知道他处在紧张和慌张说谎的状态…”，这次失误，连执法部门都关注，可知事件有多具话题性。,,,,"刘谦,春晚,尼格买提,小尼的失误被警方当成典型案例了",0,0,0,2024/2/20 20:58,微博网页版,"https://wx3.sinaimg.cn/large/affb4bf6gy1hn08810kebj20lo0c7acz.jpg,https://wx1.sinaimg.cn/large/affb4bf6gy1hn0881ew4kj20lo0swwi3.jpg,https://wx4.sinaimg.cn/large/affb4bf6gy1hn0880yqexj20lo0swjun.jpg,https://wx2.sinaimg.cn/large/affb4bf6gy1hn0881eq2wj20lo0t9jx0.jpg,https://wx4.sinaimg.cn/large/affb4bf6gy1hn0881gjivj20lo0st461.jpg,https://wx1.sinaimg.cn/large/affb4bf6gy1hn0881x2awj20lo0mgtco.jpg",,,,蓝V
5.00E+15,O00nyzwSh,1265852215,sky飘雨桐,#小尼工作保住了#小尼工作保住了：扑克牌没对上？龙年春晚名场面非你莫属壹．其实，小尼复不复盘都无关紧要了。毕竟，这可是春晚——大家都看在眼里。只是，他那个小表情真是又认真又可爱。小尼比任何人都知道，自己已经穿帮。但还在极力掩饰，比如，以为背面能够对得上等等。当发现背面也对不上的时候，他更是现场尴尬得无与伦比。借用老前辈的那句话，小尼就是：如坐针毡、如芒在背、如履薄冰、如鲠在喉。宝宝心里苦，但宝宝不能说出来。（文/飘雨桐）贰．然而，人的表情是非常诚实的；诚实的出卖了你的想法，更可恶的还有那个“猪队友”——小撒。小撒居然还那么积极的现挂：“尼格买提扑克牌全国唯一没对上！”你要知道，这临场发挥非同小可。说不定有反效果，更直接影响了零点倒计时。但是，也多亏了小撒的这个现挂。让这场重大的舞台失误，四两拨千斤的缓了过去。既增加了龙年春晚的笑梗，更关键就是给小尼“下台阶”的机会。大家乐呵呵的，谁还想着这是穿帮啊？叁．作为《守岁共此时》的表演者刘谦，他当然不是这样想的啊。每次，他都说这是见证奇迹的时刻。这世上，本来就没有解密不了的魔术。但能够让大家越是做不到、猜不透，这个节目就越精彩越成功。刘谦他个人是做到了，尤其是那么分秒不差。那该是多么精密的计算，还有对时间的把握该有多准确才行？得，人们还在感慨“3867”呢。接下来的魔术，关键是步骤比较复杂。小尼跟着做，可能刚好有牌切错了位置。这一错，意味着接下来做什么都错。最后，怎么可能两张半牌能够凑成一张呢？肆．刘谦，既然能够把这个节目带来春晚就是有足够的信心。春晚前，刘谦说配合的主持人只要不是撒贝宁，别人都行……挑来挑去，挑到了小尼。春晚之后，刘谦应该痛定思痛：“下回还是撒贝宁吧”！当时，如果坐在刘谦旁边的是小撒、小撒的牌又没有对上会怎样？我猜，他估计会自挂：“哇，我就是全国唯一的那个啊。”顺带，还“沾沾自喜”一番。小尼太乖了，他是想瞒却不知道怎么瞒才好啊。想不到，刘谦职业生涯最大的对手竟然是小尼！伍．《守岁共此时》结束之后，刘谦发博纪念：“龙年吉祥！祝大家好运留下来，烦恼丢出去！春晚结束了，从一号厅走出去。”据任鲁豫爆料：“刘谦走的时候含着眼泪给他说，估计以后再也参加不了春晚了。”小尼也回应了这件事：“我真的不知道怎么回事，我按照刘谦的指示做了，但是牌就是对不上，我当时也很慌，不知道怎么办。”并且表示：“刘谦是个很好的人，他没有怪我，还安慰我，说这样更有趣。”当然，小尼又不是故意的。错有错着，这绝对是龙年春晚最大的笑点。END.在盘点龙年春晚难忘瞬间的时候，主持人如此介绍：“魔术《守岁共此时》里，刘谦带领全国观众见证奇迹。不过，大家也意外见证了小尼扑克牌没对上的心碎一幕。魔术表演中，小尼拿着没有对上的卡牌坐立难安。瞬间，让喜剧效果拉满。”什么意思？得到表扬呗。名场面，非你莫属。小尼，工作保住了！（免责声明：文章描述过程、图片都来源于网络，此文章旨在倡导社会正能量，无低俗等不良引导。如涉及版权或者人物侵权问题，请及时联系，我将第一时间删除内容！如有事件存疑部分，联系后即刻删除或作出更改。）,,,,小尼工作保住了,0,0,3,2024/2/10 23:44,,,,,,红V
5.00E+15,O002649gm,2968952254,情绪别致的蜗牛,大型纪录片《扑克魔术》持续为您播出尼格买提春晚魔术刘谦扑克牌大型纪录片#尼格买提##尼格买提有人陪你了##亿点曝光计划#L情绪别致的蜗牛的微博视频,,,,"尼格买提,尼格买提有人陪你了,亿点曝光计划",3,0,6,2024/2/10 22:51,微博视频号,,"http://f.video.weibocdn.com/o0/aSTDtilSlx08crb0rPig01041200vkfP0E010.mp4?label=mp4_720p&template=1024x576.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1766992704&ssig=xPXtsAToXf&KID=unistore,video",,,黄V
5.00E+15,NFXgNCu3x,5538664098,娱超人,#尼格买提摊牌了#昨晚尼格买提在春晚刘谦魔术环节的穿帮镜头引起热议，网友晒出尼格买提最新朋友圈截图，原来小尼还发了被撕后的扑克牌照片，并配文：“摊牌了”#尼格买提朋友圈晒被撕后的扑克牌#,,,,"尼格买提摊牌了,尼格买提朋友圈晒被撕后的扑克牌",3,0,29,2024/2/10 22:17,,"https://wx3.sinaimg.cn/large/0062PFxUgy1hmoqcz4nzoj30u01sx0yb.jpg,https://wx2.sinaimg.cn/large/0062PFxUgy1hmoqcygps9j30mz0zn437.jpg,https://wx2.sinaimg.cn/large/0062PFxUgy1hmoqczjne6j30mz0adgme.jpg",,,,金V
5.00E+15,NFXf1AsCP,3057179881,晓枫科技,#尼格买提复盘#昨晚直播的时候我就看出来，小尼应该是翻车了，后面的图案都没对上，尴尬的一批，现在想起来这样反而成为了全场的亮点，刘谦这个魔术本身没毛病，但是没有小尼这么一整，反倒觉得无趣。,,,,尼格买提复盘,30,51,298,2024/2/10 22:13,微博网页版,"https://wx3.sinaimg.cn/large/003kTC8Vly1hmoq82dkkhj60u00u0acx02.jpg,https://wx3.sinaimg.cn/large/003kTC8Vly1hmoq8825y8j60u00u0q7w02.jpg",,,,红V
5.00E+15,NFWTbhKoQ,1698297544,河南科教兴豫_李探长V,『今年春晚失误名场面：刘谦魔术穿帮，尼格买提和曾舜晞表情吸引人眼球！』O今年春晚失误名场面：刘谦魔术穿帮，尼格买提和曾舜晞表情吸引人眼球！,,,,,0,0,4,2024/2/10 21:19,vivo X Fold2,"https://wx1.sinaimg.cn/large/6539f6c8ly1hmooob8qgnj20u011fgqo.jpg,https://wx2.sinaimg.cn/large/6539f6c8ly1hmooochi5hj20u00jm0wj.jpg,https://wx2.sinaimg.cn/large/6539f6c8ly1hmoooeg8jmj20t8108wlf.jpg,https://wx2.sinaimg.cn/large/6539f6c8ly1hmoooeoyidj20tx0wmdhh.jpg,https://wx3.sinaimg.cn/large/6539f6c8ly1hmoooewsaej20su169gp0.jpg,https://wx1.sinaimg.cn/large/6539f6c8ly1hmooof6lf5j20gp0ondhm.jpg",,,,普通用户
5.00E+15,NFWGK61of,7862710771,冲浪少女杨美丽,#亿点曝光计划##春晚##尼格买提魔术穿帮#感觉以后每提起一次，尼格买提都要碎一次L冲浪少女杨美丽的微博视频,,,,"亿点曝光计划,春晚,尼格买提魔术穿帮",1,0,10,2024/2/10 20:48,微博视频号,,"http://f.video.weibocdn.com/o0/Riro87colx08cr2BqBRS0104120096ib0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1766992704&ssig=JBu4cwdnQV&KID=unistore,video",,,金V
5.00E+15,NFWoniybO,1916193382,圈内妹妹,尼格买提回应春晚魔术穿帮～他说“彩排了好几次，每一次都是对的，但是我今天中间的时候，有一张牌没有插进去，我就把下面的牌拿到上面的插了，看了一眼之后，我就知道，完了没有对上。我就想里面的没对上，外面的总能对上吧，结果外面的也没有对上。”说起这个魔术，虽然尼格买提穿帮了，但却给观众带来了快乐，他也知道自己的牌没有插对，动了最下面的底牌失败了，可见底牌才是关键。这是无心之失，但效果意外的好，整个节目都上了热搜，尼格买提太搞笑。,,,,,26,44,170,2024/2/10 20:03,,"https://wx2.sinaimg.cn/large/7236ca66gy1hmomh4pio2j20mt0wcn2e.jpg,https://wx1.sinaimg.cn/large/7236ca66gy1hmomh48zwrj20mk0xn79e.jpg,https://wx2.sinaimg.cn/large/7236ca66gy1hmomh5izimj20mn0x5wky.jpg",,,,金V
